Rank,Name,Score,UserList
958,粤港澳赛区,三杯弄剑,'1.9546,Yongggg;
959,粤港澳赛区,silver,'1.9578,cjychen;
960,杭厦赛区,9988,'1.958,hw26738956;
961,江山赛区,hw59798609,'1.9586,hw59798609;
962,杭厦赛区,快乐风男与石头人,'1.9594,boluofish;wen2022;hw17862493;
963,上合赛区,hw91855072,'1.9643,hw91855072;
964,西北赛区,hw57490158,'1.9667,hw57490158;
965,杭厦赛区,gyzhty,'1.9709,DeaphetS;Zarxdy34;hw69031747;
966,京津东赛区,hw42260600,'1.9758,hw42260600;
967,成渝赛区,hw60560423,'1.9793,hw60560423;
968,杭厦赛区,大坏蛋,'1.981,xi_gua;
969,成渝赛区,hw39270116,'1.9846,hw39270116;
970,成渝赛区,hw46235512,'1.9851,hw46235512;
971,上合赛区,hw39237971,'1.9891,hw39237971;
972,成渝赛区,hw51853612,'2.0016,hw51853612;
973,武长赛区,一条小团团OvO,'2.0042,Polaris_Hsu;hw35799334;
974,粤港澳赛区,二饭二滑蛋真好吃,'2.011,hw15281537;
975,上合赛区,法术暴击+999,'2.0155,hw84673352;
976,成渝赛区,hw69549065,'2.0174,hw69549065;
977,粤港澳赛区,23334,'2.0194,lazylion;
978,京津东赛区,wasaiboluoxia,'2.0203,wasaiboluoxia;
979,粤港澳赛区,GarbageCat,'2.0264,Imager;
980,江山赛区,hw15574686,'2.0326,hw15574686;
981,成渝赛区,hw05771977,'2.0333,hw05771977;
982,成渝赛区,RightHere,'2.0367,RightHere;
983,江山赛区,hw33999253,'2.0471,hw33999253;
984,武长赛区,Chadriy,'2.0545,Chadriy;
985,成渝赛区,Hongmoshui,'2.0559,Hongmoshui;
986,成渝赛区,thomasjin,'2.0559,thomasjin;
987,江山赛区,bohaixileiyin,'2.0568,bohaixileiyin;
988,杭厦赛区,hw02849838,'2.0581,hw02849838;
989,粤港澳赛区,111,'2.061,dwtenis;
990,上合赛区,nia1026,'2.0717,nia1026;
991,上合赛区,guofyun,'2.0729,guofyun;
992,上合赛区,Torque2,'2.0749,Torque2;
993,西北赛区,Chadriy,'2.0805,Chadriy;
994,武长赛区,HHHHH,'2.0864,addadaf;
995,江山赛区,nia1026,'2.0972,nia1026;
996,武长赛区,hw77081732,'2.1032,hw77081732;
997,成渝赛区,hw85938985,'2.1045,hw85938985;
998,成渝赛区,test_8247,'2.1113,test_8247;
999,杭厦赛区,小号3,'2.1141,Lyufei;
1000,武长赛区,F**K_COVID19,'2.1149,Scottar;hw52729650;JaY_LYH;
1001,成渝赛区,我是真的菜,'2.1163,hw06305240;
1002,上合赛区,Yottabyte,'2.1165,hw55910842;
1003,上合赛区,hw02253749,'2.1285,hw02253749;
1004,成渝赛区,nia1026,'2.1342,nia1026;
1005,上合赛区,xuebin_yang,'2.1358,xuebin_yang;
1006,京津东赛区,hw16786056,'2.1359,hw16786056;
1007,江山赛区,john-junjun,'2.1382,john-junjun;
1008,江山赛区,hw56510928,'2.1421,hw56510928;
1009,杭厦赛区,爬爬爬,'2.1422,hw43856659;
1010,武长赛区,hw76963048,'2.145,hw76963048;
1011,上合赛区,hw46899021,'2.1542,hw46899021;
1012,粤港澳赛区,wr_8040,'2.1584,wr_8040;
1013,杭厦赛区,hw65929068,'2.1594,hw65929068;
1014,武长赛区,hw18390835,'2.1608,hw18390835;
1015,京津东赛区,tianyeebing,'2.1686,tianyeebing;
1016,杭厦赛区,hw98750113,'2.1721,hw98750113;
1017,西北赛区,always@(posedge hearbeats),'2.1748,Areasbob;
1018,西北赛区,来打个酱油,'2.1773,AjayLWJ;
1019,武长赛区,磊子的小弟们,'2.1773,hw08583848;
1020,成渝赛区,give up,'2.1776,Jchen_96;
1021,西北赛区,hw68597056,'2.1778,hw68597056;
1022,江山赛区,hw76963048,'2.1801,hw76963048;
1023,上合赛区,hw61643045,'2.1845,hw61643045;
1024,杭厦赛区,来啦,'2.1895,hw63529658;
1025,上合赛区,hw76963048,'2.1926,hw76963048;
1026,杭厦赛区,hw76963048,'2.1968,hw76963048;
1027,上合赛区,我就要用Python！,'2.2124,BigGrayWolf;
1028,成渝赛区,hw53917791,'2.2193,hw53917791;
1029,上合赛区,hw36652171,'2.2209,hw36652171;
1030,西北赛区,yangyangyangwenjun,'2.2226,yangyangyangwenjun;
1031,杭厦赛区,hw74389733,'2.2306,hw74389733;
1032,上合赛区,hw04427684,'2.2317,hw04427684;
1033,江山赛区,WalkInThePast,'2.2349,WalkInThePast;
1034,成渝赛区,hwx709302,'2.2422,hwx709302;
1035,粤港澳赛区,Runner_nku,'2.247,Runner_nku;
1036,武长赛区,hw70008415,'2.25,hw70008415;
1037,成渝赛区,DGGGDD,'2.2676,DGGGDD;
1038,杭厦赛区,hw33077508,'2.2757,hw33077508;
1039,江山赛区,hw04427684,'2.2773,hw04427684;
1040,江山赛区,淡黄的长裙,'2.2789,Fan_Shujuan;hw16332601;Feng_Shiyu;
1041,粤港澳赛区,hw21089464,'2.2843,hw21089464;
1042,粤港澳赛区,hw13885236,'2.2867,hw13885236;
1043,成渝赛区,test_8803_3,'2.2985,test_8803_3;
1044,江山赛区,hw44379602,'2.2996,hw44379602;
1045,武长赛区,Novice,'2.3011,Novice_wu;
1046,西北赛区,xd127,'2.3015,see-you-later;
1047,海外赛区,测一测,'2.3062,hw88181692;
1048,粤港澳赛区,czc1241,'2.3101,czc1241;
1049,粤港澳赛区,up_不_动_了,'2.313,gu0220;
1050,上合赛区,602金龙,'2.3169,colden;
1051,武长赛区,I_am_Gan,'2.3247,I_am_Gan;
1052,成渝赛区,trappist,'2.3272,trappist;
1053,武长赛区,IOTTEST,'2.3274,hw88181692;
1054,上合赛区,hw97883990,'2.3277,hw97883990;
1055,粤港澳赛区,Chadriy,'2.3302,Chadriy;
1056,成渝赛区,大白菜,'2.335,Yuzhengshun;hw18996989;
1057,上合赛区,yanghz5,'2.3425,yanghz5;
1058,上合赛区,xlq57913,'2.3429,xlq57913;
1059,成渝赛区,华为魔法精英挑战赛,'2.3436,UESTCxiaohei;hw23568183;hw22835227;
1060,杭厦赛区,hw03568452,'2.3475,hw03568452;
1061,成渝赛区,hw59660426,'2.3516,hw59660426;
1062,上合赛区,coder_Lee23,'2.3524,coder_Lee23;
1063,西北赛区,hw62790379,'2.3554,hw62790379;
1064,粤港澳赛区,hw81749476,'2.3557,hw81749476;
1065,成渝赛区,sleep,'2.3614,hw88181692;
1066,粤港澳赛区,hw23568183,'2.3619,hw23568183;
1067,京津东赛区,xujingle1995,'2.363,xujingle1995;
1068,海外赛区,hw23568183,'2.368,hw23568183;
1069,西北赛区,hw51349677,'2.3686,hw51349677;
1070,成渝赛区,test_8262_123,'2.3689,test_8262_123;
1071,江山赛区,hw23568183,'2.3696,hw23568183;
1072,京津东赛区,BUG好多啊啊啊啊,'2.3697,hw88181692;
1073,成渝赛区,gzgywh,'2.3704,gzgywh;
1074,粤港澳赛区,wenym7,'2.3705,wenym7;
1075,上合赛区,头发渐稀终不悔,'2.3706,zehai_yu;
1076,上合赛区,SA19225187,'2.3706,SA19225187;
1077,江山赛区,hw24826079,'2.3764,hw24826079;
1078,武长赛区,江南彭摆鱼,'2.3779,hw59027777;hw24826079;
1079,京津东赛区,hw54207516,'2.3794,hw54207516;
1080,武长赛区,TeemoGan,'2.3841,TeemoGan;
1081,武长赛区,hw07196854,'2.3853,hw07196854;
1082,西北赛区,hw23568183,'2.3877,hw23568183;
1083,上合赛区,hw51430944,'2.3887,hw51430944;
1084,杭厦赛区,hw12629377,'2.3888,hw12629377;
1085,海外赛区,hw81749476,'2.3947,hw81749476;
1086,杭厦赛区,hw24826079,'2.3964,hw24826079;
1087,京津东赛区,hw13743654,'2.3987,hw13743654;
1088,杭厦赛区,hw38429385,'2.3988,hw38429385;
1089,京津东赛区,不慌我吃口药,'2.399,hw81749476;
1090,杭厦赛区,hw77131579,'2.4068,hw77131579;
1091,西北赛区,美丽北大荒,'2.4071,haokeyingrui;
1092,粤港澳赛区,JadynTao,'2.4085,JadynTao;
1093,成渝赛区,hw48255712,'2.412,hw48255712;
1094,成渝赛区,hw51430944,'2.4134,hw51430944;
1095,武长赛区,hw23568183,'2.417,hw23568183;
1096,京津东赛区,Zootopia,'2.4181,Zootopia;
1097,京津东赛区,dwtenis,'2.4197,dwtenis;
1098,杭厦赛区,test,'2.4246,hw78218248;
1099,西北赛区,没有人比我更懂药水哥,'2.429,zhang894112607;
1100,上合赛区,dwtenis,'2.4298,dwtenis;
1101,江山赛区,高英俊,'2.4301,gaodechen;
1102,成渝赛区,hw77155828,'2.4306,hw77155828;
1103,杭厦赛区,hw81749476,'2.4331,hw81749476;
1104,上合赛区,OD,'2.4507,hw72514538;hw84685450;
1105,武长赛区,hw77737813,'2.4521,hw77737813;
1106,京津东赛区,1232132,'2.454,XXMF2hl;
1107,江山赛区,Flyan_Chenu,'2.4541,Flyan_Chenu;
1108,武长赛区,2233在哪里,'2.4552,hw67479519;
1109,江山赛区,yyyyhhhh,'2.4563,hw56054527;
1110,江山赛区,hw23865295,'2.4619,hw23865295;
1111,杭厦赛区,hw63794692,'2.4767,hw63794692;
1112,武长赛区,1234,'2.4769,szy1999;
1113,成渝赛区,MikeZ,'2.4773,MikeZ;
1114,武长赛区,疯狂RE掉分流,'2.4784,hw16626532;
1115,江山赛区,mengzhongyi,'2.4902,mengzhongyi;
1116,成渝赛区,尾巴不只能用来挠痒痒哦,'2.4971,hw81749476;
1117,上合赛区,hw99325344,'2.5036,hw99325344;
1118,武长赛区,1024线程发射,'2.5048,hw32969365;
1119,杭厦赛区,古道西风瘦马,'2.5155,gjy135136;
1120,成渝赛区,hw24826079,'2.5225,hw24826079;
1121,成渝赛区,hw02287050,'2.5233,hw02287050;
1122,江山赛区,fivefiveopen,'2.5263,hw60644055;
1123,杭厦赛区,ICLABHDU,'2.5348,ICLABHDU;
1124,粤港澳赛区,mingo34,'2.537,mingo34;
1125,杭厦赛区,Xiangleilei_,'2.5371,Xiangleilei_;
1126,西北赛区,YangDavid,'2.5377,YangDavid;
1127,成渝赛区,卡妹今天不出发,'2.538,hw39010254;
1128,杭厦赛区,信用卡诈骗小组,'2.5399,qiang____;YangQingsheng;Xieqinan;
1129,粤港澳赛区,终于有分了,'2.544,hw99217064;
1130,杭厦赛区,WUHUQIFEI,'2.5469,WUHUQIFEI;
1131,江山赛区,hw88163515,'2.5543,hw88163515;
1132,杭厦赛区,hw45648249,'2.5631,hw45648249;
1133,杭厦赛区,ckXu_ZJU,'2.5645,ckXu_ZJU;
1134,上合赛区,JC2020,'2.5683,mate39;hw13610386;
1135,杭厦赛区,hw65499333,'2.5739,hw65499333;
1136,杭厦赛区,hw17833325,'2.5779,hw17833325;
1137,上合赛区,213213123,'2.5883,jiawei_zhao;
1138,上合赛区,hw80021605,'2.5895,hw80021605;
1139,成渝赛区,314老友记,'2.5982,hw37704816;hw69858722;Anastasia_YY;
1140,杭厦赛区,舔包我最行97,'2.5995,essay;
1141,武长赛区,Mejoryaaaa,'2.6033,Meijory;
1142,上合赛区,ThreeStupidCats,'2.6084,Chillstep;MingyGod;daxdgin;
1143,京津东赛区,hello world,'2.6102,HITZhaozhongtian;hw06506166;
1144,粤港澳赛区,高锌高钙,'2.615,lampLighter;wwhio_;
1145,海外赛区,hw51147637,'2.6235,hw51147637;
1146,京津东赛区,hehehehe,'2.6243,hw66615868;
1147,京津东赛区,67899,'2.6333,hw41098441;
1148,西北赛区,hw16332601,'2.6351,hw16332601;
1149,杭厦赛区,hw51147637,'2.6357,hw51147637;
1150,成渝赛区,onesmart_m,'2.6388,onesmart_m;
1151,武长赛区,jodan_luo,'2.6423,jodan_luo;
1152,杭厦赛区,Feng_Shiyu,'2.6481,Feng_Shiyu;
1153,西北赛区,hehehehahaha,'2.6493,hw91278285;
1154,西北赛区,EGM_EGMEGM,'2.6497,alviney_wong;
1155,京津东赛区,qwert,'2.6543,hw13357095;
1156,武长赛区,hw22421206,'2.6545,hw22421206;
1157,上合赛区,hw57515763,'2.662,hw57515763;
1158,京津东赛区,hw406315,'2.6691,hw51360456;
1159,上合赛区,uniuvel,'2.6696,uniuvel;
1160,江山赛区,专吃王八杰尼龟,'2.6696,hh2094;
1161,武长赛区,hw46923167,'2.6768,hw46923167;
1162,杭厦赛区,11111,'2.6797,hw59190667;
1163,上合赛区,奈奈奈,'2.6825,Kiana__;
1164,武长赛区,hw21811905,'2.6845,hw21811905;
1165,成渝赛区,hw88811840,'2.6986,hw88811840;
1166,杭厦赛区,hw51430944,'2.699,hw51430944;
1167,上合赛区,123232,'2.7014,hw51147637;
1168,杭厦赛区,沸腾就完了,'2.7073,dotgua;
1169,京津东赛区,HIToys,'2.7096,HIToys;
1170,西北赛区,背身单打大师,'2.7109,lkdy111;
1171,西北赛区,BiuBiuBiu,'2.7113,Tsingpeng;
1172,海外赛区,Live111,'2.7114,Live111;
1173,江山赛区,ruidada,'2.7115,ruidada;
1174,上合赛区,hw92551059,'2.7124,hw92551059;
1175,成渝赛区,菜鸟指挥官,'2.7137,winterf;hw54203167;
1176,粤港澳赛区,啥也不是,'2.714,HIT_information;
1177,成渝赛区,hw96228778,'2.7162,hw96228778;
1178,粤港澳赛区,ICY2INVINCIBLE,'2.7166,ICY2INVINCIBLE;
1179,江山赛区,www,'2.7174,NO_BUG_PLS;
1180,江山赛区,青春有你,'2.7198,XXMF2hl;
1181,杭厦赛区,淡黄的长裙,'2.7221,sun_agony710;
1182,杭厦赛区,hw49779647,'2.7225,hw49779647;
1183,杭厦赛区,akina97,'2.7238,akina97;
1184,粤港澳赛区,cbleach,'2.724,cbleach;
1185,江山赛区,hw59912795,'2.7246,hw59912795;
1186,京津东赛区,newbie,'2.7247,pandengyao;
1187,江山赛区,hw26927667,'2.7293,hw26927667;
1188,京津东赛区,水沝淼,'2.7294,NoNameNeeded;
1189,上合赛区,hw54956782,'2.7303,hw54956782;
1190,杭厦赛区,FunpLuS,'2.7317,kmaeii;
1191,西北赛区,加油！奥利给！,'2.7324,hw98993333;
1192,江山赛区,hhq,'2.7327,hw46618780;hw95290335;hw85158086;
1193,京津东赛区,hw43444746,'2.7332,hw43444746;
1194,西北赛区,xidian_zhs,'2.7338,xidian_zhs;
1195,成渝赛区,hw44676776,'2.7359,hw44676776;
1196,西北赛区,hw88811840,'2.7383,hw88811840;
1197,江山赛区,勇往直前,'2.7389,hw29715075;hw66097204;hw10431296;
1198,江山赛区,DTF,'2.7394,hw58932728;
1199,武长赛区,啄米,'2.7405,jolinchen;
1200,上合赛区,hw59431392,'2.7409,hw59431392;
1201,上合赛区,BeckyPau,'2.7411,BeckyPau;
1202,成渝赛区,风暴龙王降临 决战开始,'2.7413,hw54207516;
1203,海外赛区,中年人的快乐,'2.7429,hw87844592;
1204,上合赛区,fan,'2.7431,hw37697970;
1205,上合赛区,tan626,'2.7433,tan626;
1206,上合赛区,hw81749476,'2.7433,hw81749476;
1207,西北赛区,hw92825959,'2.7444,hw92825959;
1208,成渝赛区,沃克比欧文更好,'2.7462,hw69237107;
1209,上合赛区,HitMAN_Reborn,'2.7466,HitMAN_Reborn;
1210,西北赛区,GKD,'2.7469,hw98081750;hw06619168;hw53394223;
1211,上合赛区,hw51862487,'2.7473,hw51862487;
1212,江山赛区,奔跑的菜鸟,'2.7482,hw28581777;hw91945744;
1213,西北赛区,hty_xjtu,'2.749,hty_xjtu;
1214,西北赛区,Qwerty1e,'2.7503,Qwerty1e;
1215,成渝赛区,hw36651556,'2.7505,hw36651556;
1216,上合赛区,Arch-Villain_Rafaam,'2.7525,Arch-Villain_Rafaam;
1217,江山赛区,hh99号小分队,'2.7537,hw98907721;
1218,西北赛区,hw51859484,'2.7543,hw51859484;
1219,成渝赛区,Idiots,'2.7556,sosoIrving;
1220,成渝赛区,COCOAA,'2.7565,COCOAA;
1221,京津东赛区,hw87824027,'2.7583,hw87824027;
1222,上合赛区,melody111,'2.7592,melody111;
1223,上合赛区,hw11207117,'2.7594,hw11207117;
1224,上合赛区,jyhx0903,'2.7595,jyhx0903;
1225,西北赛区,hw64002824,'2.7599,hw64002824;
1226,西北赛区,hw98299183,'2.7606,hw98299183;
1227,杭厦赛区,kkk,'2.7607,hw74961502;
1228,京津东赛区,hw42248035,'2.7619,hw42248035;
1229,京津东赛区,hw34847906,'2.762,hw34847906;
1230,上合赛区,OnePiece,'2.7626,candyflow;
1231,杭厦赛区,hw20716528,'2.7633,hw20716528;
1232,武长赛区,xbb0720,'2.7634,xbb0720;
1233,上合赛区,kexuefu,'2.7638,kexuefu;
1234,江山赛区,hw01057233,'2.764,hw01057233;
1235,成渝赛区,hw34574814,'2.7665,hw34574814;
1236,京津东赛区,miao_777,'2.7668,miao_777;
1237,杭厦赛区,travisgogogo,'2.7694,travisgogogo;
1238,江山赛区,travisgogogo,'2.7699,travisgogogo;
1239,成渝赛区,Sideoloes,'2.7701,Sideoloes;
1240,成渝赛区,hw59431392,'2.7707,hw59431392;
1241,江山赛区,hw08786912,'2.773,hw08786912;
1242,西北赛区,hw11105662,'2.7742,hw11105662;
1243,粤港澳赛区,Zero_eclipse,'2.7749,Jennie_Lin;hw81393850;
1244,西北赛区,hw86170966,'2.775,hw86170966;
1245,西北赛区,LYL525799,'2.7755,LYL525799;
1246,京津东赛区,诺克萨斯之手之无情铁手,'2.7796,hw06741816;
1247,武长赛区,cranky_xq,'2.7798,cranky_xq;
1248,成渝赛区,hw21301727,'2.7813,hw21301727;
1249,粤港澳赛区,小做题家,'2.7841,hw03018238;
1250,成渝赛区,405菜刀队,'2.7856,hw45212568;hw25468993;Lyonllf;
1251,杭厦赛区,gugugu,'2.7867,hw88457868;
1252,西北赛区,莫非黄昏下,'2.787,hw04388221;
1253,京津东赛区,hw23568183,'2.7872,hw23568183;
1254,江山赛区,请以上队伍上台领奖,'2.7883,PotLoveAl;echo821218213;
1255,成渝赛区,hw98326750,'2.79,hw98326750;
1256,武长赛区,RERERERE,'2.7916,hw83092562;
1257,成渝赛区,hw02678211,'2.7927,hw02678211;
1258,西北赛区,Hilvcha,'2.8029,Hilvcha;
1259,杭厦赛区,斐波那契数列,'2.8038,hw54915099;
1260,杭厦赛区,hw45679089,'2.804,iu4u4u;HaijieHu;programmers_supporter;
1261,杭厦赛区,老师说的都队,'2.8104,hw60143885;w_angle_i;hw53468254;
1262,西北赛区,Stu_Sun,'2.8164,Stu_Sun;
1263,粤港澳赛区,gdut_LV,'2.8184,gdut_LV;
1264,西北赛区,111,'2.8194,mronne;
1265,江山赛区,jolinchen,'2.8292,jolinchen;
1266,成渝赛区,hw39213456,'2.8309,hw39213456;
1267,西北赛区,wlqcloud,'2.8355,wlqcloud;
1268,成渝赛区,RADIO,'2.8443,hw97703639;Cmaker;
1269,西北赛区,惊雷这通天修为，天塌地陷紫金锤,'2.8445,hw_coder_liu;
1270,杭厦赛区,自由之翼,'2.8491,liznsalt;
1271,西北赛区,hw34072282,'2.8507,hw34072282;
1272,上合赛区,daniel1210,'2.8523,daniel1210;
1273,粤港澳赛区,csqi9601,'2.8529,csqi9601;
1274,西北赛区,来蹭个酱油,'2.8555,hw68253045;
1275,京津东赛区,hellokun,'2.8566,hw09005049;
1276,西北赛区,ruidada,'2.8592,ruidada;
1277,杭厦赛区,hw643478,'2.8644,hw643478;
1278,粤港澳赛区,ruidada,'2.8648,ruidada;
1279,粤港澳赛区,hw11892635,'2.8659,hw11892635;
1280,江山赛区,HearMeGiao!,'2.8667,BigNosefan;bless_aa;
1281,粤港澳赛区,taiduohua,'2.8803,hw83136555;
1282,江山赛区,23123,'2.8809,jiawei_zhao;
1283,杭厦赛区,sunxiangjun,'2.8905,sunxiangjun;
1284,成渝赛区,ruidada,'2.8962,ruidada;
1285,杭厦赛区,sp,'2.8975,SpringtoString;
1286,上合赛区,ruidada,'2.8999,ruidada;
1287,杭厦赛区,rgh_hw,'2.9002,rgh_hw;
1288,成渝赛区,sunxiangjun,'2.9049,sunxiangjun;
1289,西北赛区,hw02849838,'2.9159,hw02849838;
1290,上合赛区,hw02849838,'2.9205,hw02849838;
1291,杭厦赛区,hw23568183,'2.9259,hw23568183;
1292,上合赛区,hw49485044,'2.9318,hw49485044;
1293,西北赛区,天天打卡,'2.9464,sunxiangjun;
1294,成渝赛区,hw00636709,'2.9688,hw00636709;
1295,江山赛区,LAN,'2.982,hw54107354;
1296,上合赛区,hw00717793,'2.9827,hw00717793;
1297,粤港澳赛区,sunxiangjun,'2.9902,sunxiangjun;
1298,京津东赛区,鱼蛋蛋的喵,'2.9927,hw07374102;
1299,西北赛区,fang_tang,'2.9955,fang_tang;
1300,上合赛区,hw91811502,'2.998,hw91811502;
1301,江山赛区,玄学调优中,'3.0024,sunxiangjun;
1302,海外赛区,mo_ming7,'3.0037,mo_ming7;
1303,江山赛区,mo_ming7,'3.0093,mo_ming7;
1304,上合赛区,Noble_,'3.0098,Noble_;
1305,粤港澳赛区,hw60727119,'3.0122,hw60727119;
1306,武长赛区,hw02849838,'3.0167,hw02849838;
1307,京津东赛区,123,'3.018,hw01999324;
1308,粤港澳赛区,重启2020,'3.0417,NFTS_9527;gzwzmhwc;coderofchina;
1309,上合赛区,hw39070211,'3.0499,hw39070211;
1310,上合赛区,冲,'3.0613,Farmer_fd;
1311,江山赛区,hw66151603,'3.0758,hw66151603;
1312,杭厦赛区,吃葡萄不吐葡萄皮,'3.087,liuzhijie2020;hw09320321;hw92778540;
1313,成渝赛区,hw51203449,'3.0876,hw51203449;
1314,上合赛区,hw36707724,'3.0897,hw36707724;
1315,上合赛区,mo_ming7,'3.0905,mo_ming7;
1316,西北赛区,伞兵二号已就位,'3.0991,hw93553674;
1317,西北赛区,伞兵一号已就位,'3.1075,nwu_zhanghao;
1318,杭厦赛区,hw89583024,'3.1076,hw89583024;
1319,杭厦赛区,mo_ming7,'3.1179,mo_ming7;
1320,武长赛区,很牛逼我这个牌,'3.1193,hw79956732;yx13765414;hw50174232;
1321,杭厦赛区,略略略！605,'3.1428,Aris-zzzz;yxj1996;hw01706253;
1322,成渝赛区,mo_ming7,'3.1582,mo_ming7;
1323,西北赛区,hw88500379,'3.1799,hw88500379;
1324,成渝赛区,123131,'3.2102,komo_;
1325,京津东赛区,鱼蛋蛋,'3.2239,hw16499678;
1326,西北赛区,伞兵三号已就位,'3.2245,hw62604201;
1327,成渝赛区,notokkk,'3.2248,notokkk;
1328,西北赛区,qiaotongxue,'3.2276,qiaotongxue;
1329,武长赛区,EndlessOct,'3.236,brifuture;
1330,武长赛区,huhusw,'3.2376,huhusw;
1331,成渝赛区,YannLLY,'3.2435,YannLLY;
1332,杭厦赛区,hw36348084,'3.2541,hw36348084;
1333,西北赛区,hw97836021,'3.2594,hw97836021;
1334,京津东赛区,浮哥牛逼,'3.2663,hw24826079;hw81950872;
1335,成渝赛区,hw05329708,'3.2729,hw05329708;
1336,上合赛区,前排瓜子饮料小板凳,'3.2773,TimorCapital;
1337,西北赛区,aha,'3.2777,vital_m;
1338,粤港澳赛区,hw05329708,'3.2796,hw05329708;
1339,武长赛区,hw51147637,'3.2846,hw51147637;
1340,西北赛区,kkiix,'3.2887,hw51147637;
1341,京津东赛区,sigsers,'3.2898,madd2014;GDong111;hw11426387;
1342,上合赛区,hw20277792,'3.2946,hw20277792;
1343,粤港澳赛区,hw52488311,'3.3134,hw52488311;
1344,江山赛区,喵喵喵啊,'3.317,hw22480549;
1345,江山赛区,hw68448534,'3.3173,hw68448534;
1346,粤港澳赛区,hellot 开始,'3.328,hw51147637;
1347,杭厦赛区,hw07107086,'3.3308,hw07107086;
1348,上合赛区,?循环转账让钱增多！,'3.3522,hw53527958;
1349,上合赛区,TimeError,'3.3563,TimeError;
1350,江山赛区,hw26807682,'3.3597,hw26807682;
1351,上合赛区,摸鱼我最强,'3.3673,sephiroth_w;
1352,江山赛区,谁TM写Python,'3.3762,hw42516820;
1353,杭厦赛区,hw85803659,'3.3822,hw85803659;
1354,京津东赛区,DQ9999,'3.3929,DQ9999;
1355,西北赛区,hw52635358,'3.3961,hw52635358;
1356,杭厦赛区,dwtenis,'3.3994,dwtenis;
1357,京津东赛区,循环转账二十万,'3.4031,hw01733592;
1358,上合赛区,hw94524748_,'3.4056,hw94524748_;
1359,江山赛区,一个大大大大大橙子,'3.4093,zhongjiezhexyz10;
1360,成渝赛区,hw04944232,'3.4098,hw04944232;
1361,西北赛区,莽就完事儿,'3.4103,baoyi84930;
1362,江山赛区,愤怒的Python,'3.4124,hw78293706;
1363,上合赛区,hw27491266,'3.4194,hw27491266;
1364,江山赛区,垃圾C++,'3.4206,hw02558317;
1365,成渝赛区,爱华,'3.4246,hw31094045;
1366,江山赛区,没人写汇编吗,'3.4254,hw81858029;
1367,成渝赛区,hw79107462,'3.4432,hw79107462;
1368,成渝赛区,hw17163246,'3.4497,hw17163246;
1369,江山赛区,Bug-maker,'3.4523,hw14546412;
1370,江山赛区,雪一直下,'3.4569,hw23617988;
1371,粤港澳赛区,五二四小队,'3.4606,hw25297132;hw14478442;
1372,上合赛区,小嘉队,'3.4622,idiot_;rdc201213;goukun;
1373,上合赛区,guanrui95,'3.4689,guanrui95;
1374,上合赛区,AutoSec,'3.4795,hw2924;hw99538176;hw36322380;
1375,粤港澳赛区,iammai,'3.4827,iammai;
1376,成渝赛区,我太菜了,'3.4888,yezmao;
1377,杭厦赛区,hw76138140,'3.491,hw76138140;
1378,京津东赛区,hw,'3.4912,hw95127065;
1379,武长赛区,学反洗钱的洗钱组~,'3.4913,hw41966624;
1380,西北赛区,zhangzerui,'3.512,zhangzerui;
1381,西北赛区,renhuanyu,'3.5133,renhuanyu;
1382,粤港澳赛区,胡萝卜保护协会荣誉会员,'3.5179,tyx123456789;
1383,西北赛区,优化不动了,'3.5301,yezmao;
1384,江山赛区,P30 pro,'3.5356,hw86829397;
1385,杭厦赛区,hw60727119,'3.5426,hw60727119;
1386,西北赛区,keyword,'3.5591,keyword;
1387,江山赛区,CPPPPPP,'3.5714,hw27491266;
1388,粤港澳赛区,coco_cola,'3.5786,coco_cola;
1389,杭厦赛区,last258,'3.5858,last258;
1390,西北赛区,hw85803659,'3.5959,hw85803659;
1391,成渝赛区,Mstdream,'3.6246,Mstdream;
1392,江山赛区,hw60259697,'3.6248,hw60259697;
1393,江山赛区,江湖险恶,'3.6281,DEATHLAI;
1394,成渝赛区,cq_song,'3.6362,cq_song;
1395,武长赛区,Bota5ky,'3.6547,Bota5ky;
1396,上合赛区,hw13743654,'3.6603,hw13743654;
1397,西北赛区,python也太慢了,'3.6685,jwjwjwzhang;
1398,上合赛区,小鱼天上飞,'3.6696,yxsun_;
1399,上合赛区,hw10050129,'3.6738,hw10050129;
1400,杭厦赛区,renhuanyu,'3.674,renhuanyu;
1401,粤港澳赛区,hw63522018,'3.6804,hw63522018;
1402,成渝赛区,hw63522018,'3.6823,hw63522018;
1403,杭厦赛区,随便搞搞,'3.7025,Yjoker;Tunder__Sun;hw99706634;
1404,成渝赛区,菜啊,'3.7057,bihuasky;
1405,京津东赛区,hw91503368,'3.7099,hw91503368;
1406,江山赛区,歌德寂寞,'3.7142,adinosaur;
1407,武长赛区,hw00636709,'3.7156,hw00636709;
1408,杭厦赛区,hw13743654,'3.7376,hw13743654;
1409,武长赛区,hw62775396,'3.738,hw62775396;
1410,京津东赛区,长方体混凝土移动工程局,'3.7409,YvanYan;BNChou2020;
1411,江山赛区,hw0002,'3.7447,hw38012314;
1412,江山赛区,ParkerSpurs,'3.7638,ParkerSpurs;
1413,成渝赛区,hw86640127,'3.766,hw86640127;
1414,粤港澳赛区,S_black,'3.7697,S_black;
1415,江山赛区,pikachu2048,'3.7752,pikachu2048;
1416,杭厦赛区,hw58326981,'3.7853,hw58326981;
1417,江山赛区,hw13743654,'3.7889,hw13743654;
